img_paths,labels,pred_labels
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_31a_1.jpg,梁太清,梁太清
Tale of Kieu 1872/page59b_3.jpg,黨驚潰迯入山林,黨驚潰迯入山林
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_37a_11.jpg,限些時待𫴋尼逴些,限些時待𫴋尼逴些
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_9b_2.jpg,𦟐紅填過姅時渚他,𦟐紅填過姅情渚他
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_51a_9.jpg,仙浪㐌﨤科尼,仙浪㐌﨤科尼
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_25b_0.jpg,𢴑命娘沛遁𦋦,𢴑命娘沛遁𦋦
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_13b_13.jpg,舉過地頭外死,󰁮過地嬰外屍
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_48b_3.jpg,祖師覔保𠬠恬占包,祖𠄼色体𠬠情占包
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_5b_0.jpg,嗔他罪畧買𢧚仍󰑼,嗔他罪畧買𢧚仍󰑼
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_65b_8.jpg,泊生𫴋畧尋尼𠳨𣈜,泊生𬺗畧尋尼蹺𣈜
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_20a_4.jpg,連𢬣𢭂吏束生,連𢬣𢭂吏束生
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_37a_3.jpg,脱𬂙娘㐌別情,脱𬂙娘㐌別情
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_19b_9.jpg,脱𬂙娘㐌別情,脱𬂙娘㐌別情
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_10b_11.jpg,沙機買典世尼庄仍,𣃣𪘵買典世尼皮仍
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_1b_5.jpg,𢪀浪拱脉書香,𢪀浪拱脉貯量議初
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_73b_5.jpg,血一里餘,即一里餘
Luc Van Tien/nlvnpf-0059-040_13.jpg,𦖑𦋦如怨如愁沛庄,𦖑𦋦如怨如愁沛庄
Tale of Kieu 1872/page21b_3.jpg,甲兵捁且觥茹,甲兵捁且觥茹
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_52b_10.jpg,爫朱覩舘漂亭如󱉁,爫朱𦀊結漂亭如制
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_23a_2.jpg,𣈜春𡗋六𠫾米貝春,𣈜春𡗋式捐󰡲貝春
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_19a_1.jpg,𫽄󰑼妸馬監生,𫽄󰑼妸出焒生
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_25b_1.jpg,矯公哙傳雲仙,矯公吟傳雲仙
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_25b_7.jpg,晦日食,晦日食
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_18b_11.jpg,晦日食,晦日食
Tale of Kieu 1871/page070_23.jpg,󰜋󰑼吏據楼撑付𧗱,󰜋󰑼吏據楼撑付𧗱
Tale of Kieu 1871/page091_9.jpg,朱陳𡥵固朱陳芇欣,朱陳𡥵固朱陳芇欣
Tale of Kieu 1872/page18a_7.jpg,𤼸書㐌𢢆娘鶯,𤼸書㐌𢢆娘莺
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_11a_7.jpg,其效,其效
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_26a_2.jpg,󰜋𠳒㐌別旦些,󰜋𠳒㐌別旦些
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_24a_8.jpg,户都󰡏几吏𫅷䜹𨖲,户部󰡏几吏𫅷䜹蓮
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_26a_3.jpg,浪昆別罪㐌𡗉,浪昆別罪㐌𡗉
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_59a_8.jpg,目光若電綬步如虎,日光若𨻫緩步妬虎
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_1a_10.jpg,顯功王,削洪十
Tale of Kieu 1866/page05a_13.jpg,畧𡢐朱院󰜋𠳒,畧𡢐朱院󰜋𠳒
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_42a_6.jpg,枝𫡮𬂙𤑟𰦫𠓨天台,技魂𬂙𤑟𰦫𠓨天台
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_14a_9.jpg,㙴花𠬠𨀈湥花󰋇行,㙴花𠬠𨀈淚花󰋇行
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_3b_4.jpg,有,有
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_38a_9.jpg,有,清
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_39a_1.jpg,吀朱賎士󰜋堆,吀朱賊士󰜋堆
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_18a_4.jpg,群碎碎󰜋﨤娘買催,群碎碎󰜋﨤娘買催
Tale of Kieu 1866/page043a_18.jpg,𦖑𦋦如怨如愁沛庒,𦖑𦋦如怨如愁沛庄
Tale of Kieu 1871/page067_1.jpg,管絃󰠳吏𠽖𣈜生離,骨絃󰠳吏隊𣈜生離
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_81a_0.jpg,仍衣吏累典娘,仍衣吏累典娘
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_5a_4.jpg,𠳐𠳒娘買𨀈𠓨羡尼,𠳐𠳒娘買𨀈𠓨羡尼
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_36a_6.jpg,㤕台隻𦲿𠀧爲,㤕台隻𦲿𠀧爲
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_7b_1.jpg,催時󰞺玉散鐄時催,催時󰞺玉散鐄時催
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_51a_0.jpg,过𦋦欺旦世芇麻咍,过𦋦欺旦世芇沛咍
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_29b_4.jpg,㙴花󰜋𨀈淚花󰋇行,㙴花󰜋𨀈淚花󰋇行
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_27a_1.jpg,排𠳒叙事𡳪頭,排𠳒怒事離頭
Tale of Kieu 1872/page63a_7.jpg,世芇娘拱沛𦖑,世芇娘拱沛𦖑
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_50b_10.jpg,宋至和,宋至和
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_8a_8.jpg,払喂別浽渃尼朱渚,払喂別浽渃尼朱渚
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_18a_10.jpg,𦊚𠊛𡎢吏𠬠𣳔爫詩,𦊚𠊛𡎢吏𠬠𣳔爫詩
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_28b_14.jpg,礼心㐌達訟期拱衝,礼心㐌達訟期拱衝
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_11a_6.jpg,娘時𡎝客車駸,娘時𡎝客車髮
Tale of Kieu 1872/page44b_6.jpg,緣雲𣋽㐌車𦀊朱払,緣雲󰟭㐌車𦀊朱払
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_1a_2.jpg,朗𦖑𠳒呐如油,期𦖑𠳒呐如油
Luc Van Tien/nlvnpf-0059-080_13.jpg,趙越王紀,趙越王紀
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_94a_2.jpg,擬浪拱脉書香,擬浪拱脉書香
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_5b_2.jpg,㤕𠊛命薄乙𢚸拯涓,㤕𠊛命薄乙𢚸𫽄湄
Tale of Kieu 1872/page13b_3.jpg,𨑮分些㐌信饒奇𨑮,𨑮分些㐌信鐄奇𨑮
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_3b_8.jpg,小姐吏𠳨束生,小姐吏𠳨束生
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_3b_1.jpg,𣹓滝鯨鰐秩塘甲兵,俗滝輔鰐秩塘甲兵
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_7a_6.jpg,𣹓滝鯨鰐秩塘甲兵,倍滝𪖫鰐秩塘申兵
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_11b_0.jpg,姑芇醜𩴬朱䜹䋦行,於芇䕯𨄹朱䜹䋦行
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_3b_9.jpg,󰡎花体㐌固払𨅸𬂙,𠁑花体㐌固払𨅸𬂙
Luc Van Tien/nlvnpf-0059-004_19.jpg,体𠳒統請如󱉁,体𠳒統請如󱉁
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_22a_8.jpg,㤕娘仕吏域𦋦寅寅,㤕娘杜吏域𦋦寅㝹
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_45b_9.jpg,𦋦𠫾買邒𨑮㝵吏𤴬,𦋦𠫾買邒过㝵吏𤴬
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_10b_11.jpg,爲雄將,並䧺將
Tale of Kieu 1866/page011b_17.jpg,𨑮分拱荅店朱𠬠𠄽,𨑮分拱各店朱𠬠𠄽
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_32a_8.jpg,強𦖑媒呐強𤴬如寅,強𦖑媒呐𨢇𤴬如寅
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_42b_6.jpg,強𦖑媒呐強𤴬如寅,強𦖑媒呐強𤴬如寅
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_44a_4.jpg,昆它守節群吹理芇,昆它牢節群吹理芇
Tale of Kieu 1872/page31a_15.jpg,㗂寬如𩙌倘外,㗂寬如𩙌倘外
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_7b_2.jpg,如永建侯,如永建侯
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_54b_8.jpg,庶矣而,麻矣百
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_4a_9.jpg,生浪󰠷里𦋦𠓨,生浪嫌里𦋦𠓨
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_44a_0.jpg,娘時隻䏾窻梅,娘時隻䏾窻檎
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_24b_5.jpg,娘時隻䏾窻梅,娘時隻䏾窻撩
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_37b_0.jpg,娘時隻䏾窻梅,娘時隻䏾窻梅
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_64b_7.jpg,㐌毛麻吏添咍,㐌毛麻吏添咍
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_35b_0.jpg,夜臺群別仕填耒生,󰂇害群別仕填耒生
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_22b_4.jpg,尼時𩢬倒尼時㤕傷,尼時鄭劄尼時㤕傷
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_32a_5.jpg,據超類阮守捷,據超類阮守捷
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_59a_2.jpg,麻民調哙󰲴芇細低,床民調哙所芇細低
Tale of Kieu 1872/page72b_4.jpg,娘時倍𧿨󰟀桃,娘時倍呐󰟀桃
Tale of Kieu 1866/page066a_4.jpg,店春埃易扲𢚸特庄,店春埃易扲𢚸特庄
Tale of Kieu 1866/page029a_4.jpg,轎花󰠲㐌旦外,轎花󰠲㐌旦外
Tale of Kieu 1871/page074_20.jpg,散亡田無耕種多荒餓焉,散亡吲無耕車多荒餓焉
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_6a_13.jpg,浪𡥵別罪㐌𡗉,浪𡥵別罪㐌𡗉
Tale of Kieu 1872/page64a_7.jpg,𣎀春埃易扲𢚸特庄,𣎀春埃易琴𢚸特庒
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_34a_10.jpg,㐌願堆𡦂同心,㐌願堆𡦂同心
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_6b_5.jpg,而還,而還
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_13a_4.jpg,磊埋歐拱事𡗶,磊埋歐拱事𡗶
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_39a_5.jpg,六翁𦋦逴𠬠欺,六翁𨷑逴𠬠欺
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_9b_13.jpg,花春登蘂𣈜春群𨱽,花春怒蘂墫春群𨱽
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_52a_1.jpg,一作蒲,一作燥
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_36b_8.jpg,朝𡥵買𠰺默油𦋦𢬣,朝𡥵買𠰺默油𦋦𢬣
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_67b_3.jpg,城也,城也
Luc Van Tien/nlvnpf-0059-104_10.jpg,城也,城也
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_15b_3.jpg,料如宫廣姉姮𢪀㝹,料如管廣姉如𢪀㝹
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_5b_7.jpg,󰋇𠳒𦖑歇㐌餘𤏣詳,󰋇𠳒𦖑歇㐌餘𤎜詳
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_22a_6.jpg,󰋇𠳒𦖑歇㐌餘𤏣詳,󰋇𠳒𦖑歇㐌餘𤏣詳
Tale of Kieu 1872/page29b_12.jpg,尼𧵆時𫽄便尼,尼𧵆時𫽄便尼
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_7a_12.jpg,𠳒初㐌𰦫𰿘萬,𠳒初㐌󰀎𬮙黄
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_42b_3.jpg,棱󰊈秋㐌染牟関山,歳󰊈秋㐌染牟関山
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_14a_4.jpg,󰌎香別固刼尼女催,󰌎香別固刼尼女催
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_6b_6.jpg,𢖵𣈜行脚方賒,将𣈜行附方賒
Tale of Kieu 1871/page028_23.jpg,𦋦從𨕭濮中𣘛,𦋦從𨕭𣷭中𫅷
Tale of Kieu 1871/page114_17.jpg,𠓀唅獅子𠳚𠊛藤𦲿,𠓀吟獅子𠳚𠊛藤𦲿
Luc Van Tien/nlvnpf-0059-045_10.jpg,宋天禧,宋天禧
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_13a_21.jpg,浪娘閍埮󰜋身,浪娘𰿘埮󰜋身
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_39a_4.jpg,𠁑花㐌𧡊固払𨅸𬖉,𠁑花㐌𧡊固払𨅸𬖉
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_17b_2.jpg,梁天監,梁天缺
Luc Van Tien/nlvnpf-0059-057_13.jpg,淡仙娘意初󰑼𰙔兒,隣仙娘意初󰑼𰙔累
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_31b_7.jpg,㐌停分萡坤填情鍾,㐌停分萡坤填情鍾
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_34b_3.jpg,中甲科陶演黄歡,中甲科陶疲黄敎
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_18b_0.jpg,相生變終成禍胎,相生变終成禍船
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_23a_4.jpg,𧵑尼底吏朱吒养𫅷,𧵑尼底吏朱吒者𫅷
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_36a_4.jpg,五言長,五年長
DVSKTT-1 Quyen thu/DVSKTT_thu_II_5a_2.jpg,𡊨齋戒密禱庶幾誠心感格玄象隨應沴星退,𡊨齊戒密禱庶幾誠必感格方象隨應沴星退
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_70a_4.jpg,󰟩咮吏罪平𠀧焒燶,󰟩咮吏罪平𠀧焒燶
Luc Van Tien/nlvnpf-0059-090_5.jpg,於低併它欣𠀧𢆥耒,於低併它欣𠀧𢆥耒
Luc Van Tien/nlvnpf-0059-004_18.jpg,冲𨉓咹㕵㐌安,冲𨉓咹㕵㐌安
Tale of Kieu 1866/page02b_8.jpg,群𣈜芇拱餘𣈜󰀎催,群𣈜芇拱餘𣈜󰀎催
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_14b_5.jpg,群𣈜芇拱餘𣈜󰀎催,群𣈜芇拱餘𣈜󰀎催
Tale of Kieu 1866/page034b_13.jpg,矯公冲胣惨傷,矯公冲胣惨傷
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_15a_14.jpg,漢中平,漢時平
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_2b_8.jpg,漢中平,漢中即
Tale of Kieu 1866/page024b_6.jpg,張為幻,張為幼
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_23a_4.jpg,擒𦀊𫽄擬纀𠓨自然,擒𦀊𫽄擬纀𠓨自終
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_1a_4.jpg,倍傍生㐌𢬣㨢昂眉,倍傍生㐌𢬣㨢昂肩
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_36a_11.jpg,娘浪尼寔精誠𫽄賒,娘浪尼寔精誠𫽄賒
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_65b_2.jpg,引兵還,引兵還
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_60b_1.jpg,淡仙脱㐌体㝵𣈜初,淡仙脱吏体㝵𣈜初
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_24b_6.jpg,𤾓𢆥底没𬌓𢚸自低,𤾓𢆥底󰜋𬌓𢚸自低
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_47b_7.jpg,捻昌別𢭮死生准芇,捻昌別馘死生准芇
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_33b_10.jpg,拱料補过春撑󰜋𠁀,拱料補过春撑󰜋𠁀
Tale of Kieu 1866/page042b_3.jpg,媒時𠬠𠬠󰘚𥚆魂𠖤,媒時𠬠𠒬󰘚𥚆埋𫅷
Luc Van Tien/nlvnpf-0059-066_0.jpg,管家固󰜋媒芇,僅家固󰜋媒芇
Luc Van Tien/nlvnpf-0059-050_13.jpg,麻𢚸𥜤󰕪㐌呈𠬠边,麻𢚸𥢆𢌌㐌呈𠬠边
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_9b_13.jpg,渚重局𨢇吏排路󱉁,渚𨕭骨𨢇吏排路制
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_61b_1.jpg,常乘象頭與敵交戰,宿棄黎頭與黎变
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_53a_4.jpg,廷試同進,元縣人國
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_56a_0.jpg,畨尼几𠎨󰜏𫅷及饒,畨尼几󰡎󰜏𫅷及蹺
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_51a_7.jpg,󰜋𠳒㐌律深交,󰜋𠳒㐌律深交
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_4b_2.jpg,一作,一作
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_18b_8.jpg,一作,一作
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_4a_1.jpg,一作,一作
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_82b_7.jpg,一作,一作
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_73a_6.jpg,幸愛州討筥隆賊,辛愛州討善隆賊
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_15a_1.jpg,天興,天興
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_11a_2.jpg,𪮙㝵知己𠬠𣈜特庒,𪮙㝵知己𠬠𣈜特庄
Tale of Kieu 1871/page111_23.jpg,勸払庄𣴓時些󰡏扽,勸払庄𣴓時些󰡏茄
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_18a_1.jpg,皈師皈佛修行閉𥹰,皈師皈佛修行閉𥹰
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_19a_5.jpg,浪𤾓𢆥女補𠫾󰜋𣈜,浪𤾓𢆥女補𠫾󰜋𣈜
Tale of Kieu 1866/page034a_12.jpg,𠬠𠳒㐌𰦫󰖥絲貝払,𠬠𠳒㐌哀説絲貝払
Tale of Kieu 1871/page096_14.jpg,󰜋𠳒雖固約初,󰜋𠳒離固約初
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_19b_0.jpg,名翠也,名尋也
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_28b_10.jpg,爫𡥵𠓀沛填恩生成,爫𡥵𠓀沛填恩生成
Tale of Kieu 1871/page121_19.jpg,娘浪役𧘇㐌仃,娘浪役󰀎㐌𠓨
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_19b_3.jpg,娘浪𡮍分花涞,娘浪𢖵分花淶
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_38b_11.jpg,𠁀㝵旦势時催,𠁀㝵旦势時催
Tale of Kieu 1871/page024_5.jpg,娘浪家室緣諧,娘浪家宰宰緣諧
Tale of Kieu 1871/page103_18.jpg,生浪邂逅󰑼緣,生浪絶逅󰑼緣
DVSKTT-1 Quyen thu/DVSKTT_thu_II_2a_7.jpg,生浪邂逅󰑼緣,半浪群逅󰑼緣
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_41a_1.jpg,缺日,缺日
Tale of Kieu 1866/page049a_2.jpg,𬌓身芇別舌耒󰑼傷,𬌓身芇別舌耒󰑼傷
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_33b_8.jpg,㐌空朱﨤𣇜頭辰傕,㐌空朱﨤𣇜頭辰催
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_17b_6.jpg,而強,師鄭
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_34a_6.jpg,𨑮分春固𤷍𠀧𦊚分,𨑮分春固𤷍𠀧𦊚分
Tale of Kieu 1871/page124_10.jpg,李鼎一,李景一
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_35a_0.jpg,大饑,大饑
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_37a_3.jpg,打料生買礼情奈呌,打料生買礼情奈呌
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_11b_24.jpg,哭嘆坤掣事情,󰑼嘆坤掣事情
Tale of Kieu 1872/page61b_6.jpg,情溇蒙者󰒂𠫅,情溇蒙者󰒂𬂙
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_24a_2.jpg,情溇蒙者󰒂𠫅,情溇蒙者󰒂𠫅
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_41b_2.jpg,而已,而巳
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_20a_3.jpg,乘機娘買盘𦋦呐𠓨,乘機娘買盘𦋦呐𠓨
Tale of Kieu 1871/page122_21.jpg,演州士,神寺士
Tale of Kieu 1872/page80a_13.jpg,拱󰑼綱目收夷青東,拱󰑼細日𫢩夷青康
Tale of Kieu 1866/page015b_13.jpg,吏例吏部銓除,吏初吏部銓除
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_38b_5.jpg,状元跪奏𠬠囬,状元跪奏𠬠囬
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_22b_4.jpg,娘浪𡗶尔固咍,娘浪𡗶尔固咍
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_59b_8.jpg,名也,鈌冬
Tale of Kieu 1872/page62b_13.jpg,嗔𠓨冲舘定皮󰆕家,嗔𠓨冲舘定皮󰆕家
Tale of Kieu 1871/page026_9.jpg,愁𨱽𣈜𥐆冬它郎春,愁𨱽鵑𥐆冬它即春
Tale of Kieu 1871/page097_9.jpg,𠯇朱底妾半命贖吒,𠯇朱底妾半命贖吒
Luc Van Tien/nlvnpf-0059-091_0.jpg,𤴬𢚸死别生離,𤴬𢚸死別生離
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_21a_2.jpg,天香留鳳尾,六齊没國人
Tale of Kieu 1866/page034a_11.jpg,父子共,父子與
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_7a_8.jpg,㐌𬲢流落吏𡗉󰠡屯,㐌𠫆流落吏𡗉乘屯
Luc Van Tien/nlvnpf-0059-075_14.jpg,埃𪟽吏合󰜋茹,埃𪟽吏合󰜋茹
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_52b_2.jpg,𦖑吨昆𡛔矯公,𦖑𦖑昆𡛔矯公
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_7b_4.jpg,㐌𬲢流落吏𡗉󰠡屯,㐌𡽫流落吏𡗉󰠡屯
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_10a_2.jpg,別󰠳耒女𫽄󰑼占包,別󰠳耒女𫽄󰑼占包
Tale of Kieu 1871/page092_22.jpg,太后,太后
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_8b_4.jpg,浽𥢆𥢆鄭𡬷𥢆没命,浽𥢆藏呵鄭𠊛𣷭命
DVSKTT-1 Quyen thu/DVSKTT_thu_V_4b_3.jpg,啫師啫景調拱𨀈𦋦,㗂師㗂景調拱𨀈𦋦
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_9a_2.jpg,㐌甘弊貝知音閉迡,㐌甘舘貝知音閉迡
Tale of Kieu 1871/page006_20.jpg,生浪𡭧分浡䕯,生浪𡭧分渃䕯
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_44a_0.jpg,時憲雷陽,寺憲雷陽
Luc Van Tien/nlvnpf-0059-035_7.jpg,𣈙吝埋呂如形渚通,𣈙吝埋吕如形倍通
DVSKTT-1 Quyen thu/DVSKTT_thu_I_5a_8.jpg,󰑼茹吳越商家,󰑼茹吳越爾家
Tale of Kieu 1871/page074_4.jpg,明弘治,明弘治
Tale of Kieu 1871/page009_2.jpg,明弘治,明弘治
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_46b_0.jpg,明弘治,明弘治
