img_paths,labels,pred_labels
Tale of Kieu 1872/page72a_18.jpg,包饒𧵑󰋇𣈜塘,包饒𧵑󰋇𣈜塘
Tale of Kieu 1866/page059b_8.jpg,包饒𧵑󰋇𣈜塘,包饒𧵑󰋇𣈜塘
Tale of Kieu 1866/page043b_13.jpg,採𦯬㙮𢫊𣎃𣈜從容,採𦯬㙮初𣎃𣈜從容
Tale of Kieu 1872/page09a_16.jpg,𡄎歐㝵意宝尼,𡄎欧㝵意宝尼
Luc Van Tien/nlvnpf-0059-041_18.jpg,泊𫢩碎沛迻郎,泊𫢩碎沛迻郎
Tale of Kieu 1872/page09a_7.jpg,旬𦝄審卒𫢩它𧷺𠄩,句𦝄番卒󰅒陀輸𠄩
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_10b_19.jpg,山獠首,山獠首
Tale of Kieu 1871/page029_14.jpg,𦝄𫅷獨地爫𫳵,𦝄𫅷猶地爫𫳵
Tale of Kieu 1872/page06b_18.jpg,𠳐呈會主𫀅詳,𠳐呈會主袩祥
Tale of Kieu 1866/page015a_14.jpg,𦝄𫅷獨地爫𫳵,𦝄𫅷編地爫𫳵
Tale of Kieu 1871/page067_18.jpg,龍玲底渃印𡗶,龍玲庭渃印𡗶
Tale of Kieu 1872/page07a_19.jpg,别󰠲𠇮别分𠇮󰟨傕,別󰠲𠇮別分𠇮󰟨催
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_3a_18.jpg,漢髙后,漢髙后
Tale of Kieu 1872/page38b_12.jpg,惠香𠶗󱋨𠬠茹,惠香𢴍󱋨𠬠茹
Tale of Kieu 1872/page53b_4.jpg,󰊄光𩄲淨請台,󰊄光𩄲渚請台
Tale of Kieu 1872/page67b_2.jpg,𢖵𠳒神夢𤑟𤉜,汝𠳒神夢𤑟𤉜
Tale of Kieu 1872/page82a_0.jpg,曲牢漂蔭陽和,曲牢𧝓蔭陽和
Luc Van Tien/nlvnpf-0059-097_3.jpg,郑歆課畧謀󰠐害碎,郑歆課畧謀󰝂害碎
Tale of Kieu 1871/page114_22.jpg,𦊚皮八𠯪溟濛,𦊚皮八𠳚漢蒙
Tale of Kieu 1872/page02a_17.jpg,󰓳𠊚󰓳𨤔𨒒分院𨒒,𪤍𠊚蔑燕𨑮分院𨑮
Tale of Kieu 1871/page094_20.jpg,𠊛涓几属終觥,𠊛湄几属終觥
Tale of Kieu 1866/page058b_18.jpg,﨤干家变𨔍羕,﨤干家变𨔍󰟯
Tale of Kieu 1872/page09a_3.jpg,墻東𥊘眜𣈜𣈜恒𬂙,擒東𥊘𬑉𣈜𣈜恒𬂙
Tale of Kieu 1872/page58b_3.jpg,撻鎌桧甲畧𡑝叩頭,撻鎌桧甲畧𡢐叩頭
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_10b_0.jpg,民,民
Tale of Kieu 1872/page14a_12.jpg,浪悁秩湿𠫾耒,娘悁秩沛𠫾耒
Tale of Kieu 1866/page058b_14.jpg,哭嘆計歇念西,哭嘆計歇念西
Tale of Kieu 1866/page047b_20.jpg,𠊛悁几属終觥,𠊛涓几属終觥
Tale of Kieu 1866/page062b_17.jpg,潙𬂙群想𦑃紅想招,湄𬂙群想𦑃鴻𣅶招
Tale of Kieu 1872/page04b_8.jpg,浽念想旦麻𤴬,浽念想旦麻𤴬
Tale of Kieu 1872/page19b_0.jpg,誓𢚸渚燥𡃹鐄,誓𢚸渚蒙𢧚鐄
Luc Van Tien/nlvnpf-0059-072_14.jpg,芇冲辰運添愁,芇冲辰運添愁
Tale of Kieu 1872/page09b_17.jpg,釧鐄𠄩隻巾𬗢𠬠󰉓,劍鐄𠄩隻巾𬗢𠬠󰉓
Tale of Kieu 1872/page42b_19.jpg,姅鑅𦝄缺𠀧牢𡨌𡗶,姅洡𦝄󰌎𠀧牢𡧲𡗶
Luc Van Tien/nlvnpf-0059-005_18.jpg,汝勾否極泰來,汝勾舌𫽄秦來
Luc Van Tien/nlvnpf-0059-020_10.jpg,仍𠲖几晋𠊛秦,仍𠲖几晋𠊛秦
Luc Van Tien/nlvnpf-0059-086_10.jpg,達𦋦礼物産床,達𦋦礼物産床
Tale of Kieu 1872/page52b_6.jpg,边𠇮㩫底𧦈身,边𠇮㩫底訴身
Tale of Kieu 1866/page012b_23.jpg,差衙俸𧡊𦊚皮㖔敲,差衙俸𧡊𦊚皮渃𡽫
Tale of Kieu 1872/page54a_12.jpg,虚空達補𢧚𠳒,席空達補𢧚𠳒
Tale of Kieu 1872/page52b_3.jpg,𢬣空渚易尋𨪪蔭𩛂,𩈘空渚易㝵鑅萌
Tale of Kieu 1866/page039b_22.jpg,𠊛𠓨終襘鸾房,𠊛𠓨終襘鸾房
Tale of Kieu 1871/page126_8.jpg,恥䀡覩󰘚󰜋茹,𦖻䀡覩󰘚󰜋茹
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_17a_5.jpg,城走,城光
Tale of Kieu 1866/page034a_6.jpg,仍󰑼唭粉𠹳𣘈,仍󰑼唭紛𠹳𣘈
Tale of Kieu 1866/page037b_10.jpg,爫牢鉑拯皮催,爫牢泊拯皮󰱥
Tale of Kieu 1872/page68b_10.jpg,𡧲妄槊鄧鎌陳,𫡉妄𩲉徇佛陳
Tale of Kieu 1872/page49b_2.jpg,󰂇生󰡏𢼂𢀭𢀨,󰂇生󰡏𢼂𢀭𢀨
Tale of Kieu 1866/page042b_14.jpg,𠊛兜㥪色渃𠁀,𠊛󰠲溇色渃𠁀
Tale of Kieu 1871/page099_8.jpg,易揚󰑼𫗁紅顔,易𰿘󰑼𫗁紅顔
Tale of Kieu 1872/page36b_2.jpg,𠬠茹森合竹梅,𠬠茹茶合竹梅
Tale of Kieu 1872/page44a_5.jpg,𢒎符𦤶鬼高𢬣通玄,愁絲致鬼高𢬣臨女
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_45b_10.jpg,即今慕,即今慕
Tale of Kieu 1872/page07b_5.jpg,牟花󰣀唉滛提湥湄,牟花𦊚唉滛提湥湄
Tale of Kieu 1871/page112_23.jpg,夙愆㐌𣳮凌凌泟耒,夙愆㐌𣳮溇山泟耒
Tale of Kieu 1871/page081_18.jpg,仍󰑼吟咀𠸂嘆,仍󰑼吟咀𡎝曠
Luc Van Tien/nlvnpf-0059-063_18.jpg,𡞕仙󰑼直姉妯,𡞕仙󰑼直姉妯
Luc Van Tien/nlvnpf-0059-079_1.jpg,𠲖𠊚保养防筭浽夷,𠲖𠊚保󰟯防筭浽更
Tale of Kieu 1866/page047b_1.jpg,𦹵高欣𡱩柳𤷍𢽼分,𦹵高欣𡱩柳𤷍𢽼分
Tale of Kieu 1866/page032b_12.jpg,暈𦝄埃仕爫堆,暈𦝄埃仕爫堆
Tale of Kieu 1866/page030a_18.jpg,妸箕𤵺󰞺制排,妸箕𤵺󰞺制排
Tale of Kieu 1871/page011_6.jpg,愁冬強刻強苔,愁冬強刻𦰟苔
Luc Van Tien/nlvnpf-0059-020_11.jpg,芇咍𡦂壻鄧連𡦂佳,芇咍𡦂塘鄧連𡦂住
Tale of Kieu 1871/page036_16.jpg,恨緣悴分排排,銀綠悴分排排
Tale of Kieu 1871/page050_0.jpg,楚卿咶噒同同,楚卿咍𠻵同同
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_22a_6.jpg,峯州,棠州
Luc Van Tien/nlvnpf-0059-100_15.jpg,併󰝡骸骨𧗱𠽄主茄,併󰝡骸骨𧗱𠽄毛茄
Tale of Kieu 1872/page19b_4.jpg,别包綠女誓倍,別包緣女誓倍
Tale of Kieu 1866/page031a_14.jpg,𠸦浪價𤁕盛唐,𠸦浪價𤁕盛唐
Tale of Kieu 1866/page025b_0.jpg,楚卿咕噒同同,楚卿咍𡑝同同
Tale of Kieu 1872/page29a_19.jpg,落塘恾𥙩女𮥷燕莺,落塘虎𥙩女茶屍莺
Tale of Kieu 1866/page030b_13.jpg,𦎛泸渃水枚𤷍纀霜,𦎛󰌎渃水枚𤷍纀霜
Tale of Kieu 1872/page81b_2.jpg,身殘𡊨濁恢冲,身賴𡊨濁恢冲
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_1a_1.jpg,陳紀,陳紀紀
Luc Van Tien/nlvnpf-0059-006_17.jpg,調󰝡饒𧼋𠓨棱𨑗𡽫,調󰝡燒𫽄𠓨棱達𡽫
Luc Van Tien/nlvnpf-0059-023_3.jpg,塘賖𠦳淡嗔迻𠬠𢈱,塘弊𠦳淡蹎還𠬠𢈱
Tale of Kieu 1872/page72b_17.jpg,𧖱蹺渃𬑉魂󰡞占包,𧖱蹺渃𬑉𫮇󰡞山包
Tale of Kieu 1866/page027a_16.jpg,䋦情隊段紆絲,䋦情隊段紆絲
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_59a_9.jpg,在宜,竟乃
Tale of Kieu 1872/page76a_13.jpg,芇魂精󰡲別蹺准芇,芇魂精󰡲別蹺准芇
Tale of Kieu 1871/page132_21.jpg,俸空󰠩渃𫚳𡗶𠴊饒,俸空󰠩渃掛𡗶𠴊衝
Tale of Kieu 1871/page075_16.jpg,眉撑𦝄買甲痕,眉𣛟𦝄買甲痕
Tale of Kieu 1871/page062_10.jpg,帳糊永𨤔𣎀清,帳糊永𨤔𣎀清
Tale of Kieu 1866/page014b_6.jpg,傷情𡥵𥘷吒𫅷,傷情𡥵𥘷吒𫅷
Tale of Kieu 1872/page46a_5.jpg,󰇿󰇿𥾾買𥙩㝵紅顔,帖秋買𥙩㝵紅顔
Tale of Kieu 1871/page017_13.jpg,惔清没幅幀松撩𨕭,糁情󰜋幅情払撩𨕭
Tale of Kieu 1866/page02a_16.jpg,刼紅顔固蒙萌,刼紅顔固蒙萌
Tale of Kieu 1866/page044a_17.jpg,庵𩄲涓磊𠫾𧗱油香,庵𩄲涓磊𠫾𧗱油香
Tale of Kieu 1871/page039_17.jpg,𨕭撩󰜋象𤽸堆󰋃𪵟,𨕭翰󰜋𡽫𤽸堆󰋃𪵟
Luc Van Tien/nlvnpf-0059-052_7.jpg,渚信滝𫇰𣷷𠸗麻啉,渚信滝芇浽𠸗麻啉
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_74a_4.jpg,莫登瀛,莫登瀛
Tale of Kieu 1872/page24a_14.jpg,㤕昆𢚸󰠱皮皮,㤕昆𢚸像皮更
Tale of Kieu 1872/page20b_6.jpg,夜臺隔󰘚屈𠳒,夜臺隔󰘚屈𠳒
Luc Van Tien/nlvnpf-0059-102_7.jpg,沛𦋦迍逴払荣皈󰉨,沛𦋦迍逴払荣𫽄󰉨
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_79b_3.jpg,申仁忠,申仁慈
Tale of Kieu 1871/page058_20.jpg,風雷浽陣排排,風雷浽陣排排
Tale of Kieu 1871/page108_19.jpg,唏残特体㭲粉󰑼󰡊,唏殘特体㭲枌󰑼執
Tale of Kieu 1871/page132_22.jpg,㤕𠊛流落閉𥹰,󰇶𠊛流落閉楼
Luc Van Tien/nlvnpf-0059-011_4.jpg,妬它別𡦂始終,妬它別𡦂殆冬
Tale of Kieu 1871/page063_13.jpg,雷催坡柳󰋇梗楊䦕,雷催坡柳󰋇梗楊䦕
Tale of Kieu 1871/page106_14.jpg,𨔍台寃氣相纏,𨔍台寃氣相纀
Tale of Kieu 1872/page65a_16.jpg,𨔍台寃氣相纏,𨔍台寃氣相𥘀
Tale of Kieu 1872/page77b_2.jpg,併浪滝渃㵧淋,併浪滝渃渚淶
Tale of Kieu 1871/page016_18.jpg,隔花仕𠱆㗂鐄,隔花仕望㗂鐄
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_2b_9.jpg,珠寳装裏八,珠晋裴貳八
Tale of Kieu 1872/page14b_10.jpg,𡄎綠奇遇初𫢩,𡄎緣奇遇初󰅒
Tale of Kieu 1866/page08b_18.jpg,隔花仕𠱆㗂鐄,隔花仕𠹾渚𩯀
Tale of Kieu 1866/page043b_0.jpg,𠲟󰠃梗𦰟朱詳,𣵲󰠃梗𦰟朱詳
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_4b_13.jpg,漢永和,漢永和
Tale of Kieu 1866/page048b_6.jpg,荣花補𣅶風塵,荣花補𣅶風塵
Tale of Kieu 1866/page034b_17.jpg,順󰘩󰜋𦲿𣾼𨖅𣷷󰟴,順󰘩󰜋𦲿𪔠𨖅𣷷󰟴
Luc Van Tien/nlvnpf-0059-044_15.jpg,尋尼溪𣷮培坡𢪀蹎,尋尼溪深培坡𢪀蹎
Luc Van Tien/nlvnpf-0059-012_6.jpg,嘆浪妬窖嘹低,嘆浪妬窖翰低
Luc Van Tien/nlvnpf-0059-063_19.jpg,姉妯㛪伴固󰦓𥐧饒,姉妯㛪伴固󰦓𰦫衝
Tale of Kieu 1872/page52a_11.jpg,𧖱悭埃拱槔眉哏𬹸,𧖱怪埃拱𣛟情哏󰛈
Luc Van Tien/nlvnpf-0059-049_19.jpg,蛟神𢴿𠓨冲滝󰉨拖,𢖵神𢴿拖𠓨冲滝󰉨
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_26a_4.jpg,丁未,丁未
Tale of Kieu 1871/page046_12.jpg,墻東𢯦動䏾梗,𦹷東𢯦動䏾梗
Tale of Kieu 1872/page73a_4.jpg,唒浪𢝙𡦂手歸,𨁪浪𢝙𡦂于歸
Tale of Kieu 1866/page01a_20.jpg,花唭玉説端莊,花唭王説端莊
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_2a_10.jpg,宋嘉祐,宋嘉祐
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_2b_12.jpg,宋嘉祐,宋嘉祐
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_31a_9.jpg,覬覦神噐社稷,魂𪚔神噐祐
Tale of Kieu 1871/page117_1.jpg,愁尼弋弋閍𠁀渚悁,愁尼弋弋閍𠁀渚悁
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_34b_10.jpg,實東岸,荀陳景
Tale of Kieu 1872/page43b_9.jpg,芇󰑼衾歛芇󰑼䘮斎,芇󰑼参歇芇󰑼楚卿
Tale of Kieu 1871/page070_11.jpg,芇󰑼衾斂芇󰑼䘮齋,芇󰑼裊數芇󰑼䘮吝
Luc Van Tien/nlvnpf-0059-035_5.jpg,嗔吝細畧尋柴茦湯,𠳨吝細畧尋柴茦湯
Tale of Kieu 1866/page026b_13.jpg,身𫳵𧊉󰇏蜂星閉身,身𫳵𧊉󱋓蜂星閉身
Tale of Kieu 1871/page085_20.jpg,侵侵𢱗𠃅󰘇外,侵侵𢱗𠃅󰘇外
Tale of Kieu 1872/page04a_2.jpg,𤴬疸台分弹󰜏,𤴬疸台分弹󰜏
Tale of Kieu 1872/page26b_2.jpg,𢜝肝󰞺玉料花,𢜝肝𡥵玉料花
Tale of Kieu 1872/page17b_15.jpg,󰡤花䏾𢢆𬂙𦎛󰘚𠫅,𢪀花䏾𢚁𬂙𦎛󰘚𠫅
Tale of Kieu 1871/page025_12.jpg,󰜋茹恍惚謹魚,󰜋茹恍惚謹魚
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_1b_11.jpg,來矣,不矣
Tale of Kieu 1871/page040_10.jpg,𨔍𦖻𦖑渚別󰠳,𨔍𦖻𦖑渚別󰠳
Tale of Kieu 1872/page25b_6.jpg,𨔍𦖻𦖑渚別󰠳,𨔍𦖻𦖑渚別󰠲
Luc Van Tien/nlvnpf-0059-055_17.jpg,另尼䋥兎﨤塘𣷭橷,另尼䋥兎﨤塘𣷭𫅷
Luc Van Tien/nlvnpf-0059-077_10.jpg,堆𠀧𠄼女𧵆低,堆𠀧𢆥女𧵆低
Tale of Kieu 1872/page75b_5.jpg,䏾𪀄沁󰠩別󰠲麻𥚆,䏾𪀄澄󰠩別󰠲麻𥚆
Tale of Kieu 1872/page07b_15.jpg,俸空謨󰞽聀愁𢪀芇,俸空漢󰞽聀愁𢪀芇
Tale of Kieu 1872/page46b_5.jpg,󰉚󱋔𠰚䏾店恩恨𢚸,󰉚唯𠰚䏾店寒报𢚸
Tale of Kieu 1871/page018_12.jpg,油󰠳解結典調,油󰠳解結典調
Luc Van Tien/nlvnpf-0059-002_4.jpg,𤳆辰忠孝󰥎頭,𤳆辰忠孝爫頭
Luc Van Tien/nlvnpf-0059-049_14.jpg,郑歆𠬠㗂呌𡗶,郑歆𠬠㗂呌𡗶
Tale of Kieu 1872/page80b_16.jpg,共洳󰇥辱排路,共洳𢪀辱排路
Luc Van Tien/nlvnpf-0059-076_15.jpg,埃麻拍𦲿埃麻尋蝼,埮麻拍燕埮麻尋埮
Tale of Kieu 1872/page46a_4.jpg,爫牢泊󰝸皮傕,爫牢泊庄皮催
Tale of Kieu 1866/page047b_13.jpg,塘箕浽怒滚昂排排,塘箕浽怒滚昂排排
Tale of Kieu 1872/page39a_18.jpg,𠓇𦋦𠳚旦椿堂,炪𦋦𠳚旦椿堂
Tale of Kieu 1872/page26b_16.jpg,数群󰠱業𦟐桃,𥹰群覩業𦟐絲
Luc Van Tien/nlvnpf-0059-052_18.jpg,庒戈𢜝世间唭,𨑗戈𢜝世悶唭
Tale of Kieu 1872/page14a_17.jpg,頭󰜣𡳃󰘚強濃𬌓腰,頭𪵟𡳃󰘚強濃𬌓腰
Tale of Kieu 1866/page036a_17.jpg,悶認麻拯敢認𨔍台,悶認麻𫽄敢認𨔍台
Tale of Kieu 1871/page068_8.jpg,爫朱朱𤻻朱迷,爫朱朱𤻻朱迷
Tale of Kieu 1872/page16b_2.jpg,圖細軟𧵑𥢆西,圖細欺𧵑𥢆神
Tale of Kieu 1872/page52a_3.jpg,󰇏𦖻耒買𨀈𨖲𨕭楼,󰇏𦖻耒買𨀈𨖲連楼
Tale of Kieu 1871/page080_22.jpg,迻払典𠓀佛堂,迻払典𠓀佛豐
Tale of Kieu 1871/page119_22.jpg,𪽝𢚸鑿𥒥記鐄,𪽝𢚸𡗋𥒥記𦀊
Tale of Kieu 1866/page019b_20.jpg,𬖉潙拔淚分𢬣,𬂙潙状淡分𢬣
Tale of Kieu 1871/page024_19.jpg,花㵢聀𧺀柳賖壳鐄,花㵢聀𧺀柳賒虎鐄
Luc Van Tien/nlvnpf-0059-018_4.jpg,箕尼庙宇𧵆低,箕尼庙宇𧵆低
Tale of Kieu 1871/page063_15.jpg,𢺺配󰋈󱋓合散喭𠳒,𢺺配󰋈𡗋合散喭𠳒
Tale of Kieu 1872/page81a_13.jpg,議渚𬛒脱塊㮠爱恩,𤼵渚𥊘脱塊𡽫渃嗃
Tale of Kieu 1866/page052b_14.jpg,因欺盘萡𧵆賒,因欺盘萡𧵆賖
Tale of Kieu 1872/page45b_4.jpg,花奴傳𠰺対𠸜,花奴傳𠰺才𠸜
Tale of Kieu 1871/page034_16.jpg,楼撑固媒秀󰜏,楼撑固媒秀󰜏
Tale of Kieu 1871/page054_8.jpg,帳蘇夾󰘚花桃,帳蘇夾󰘚花桃
Tale of Kieu 1872/page22a_8.jpg,楼撑固媒秀󰜏,樛撑内媒秀娄
Luc Van Tien/nlvnpf-0059-081_18.jpg,娘仃𢪀𬢱𧵆賖,娘仃𢪀議𧵆賖
Luc Van Tien/nlvnpf-0059-086_17.jpg,𠄩𨑮𦊚討庒朋𠁀𠸗,𠄩𨑮𦊚討庒朋𠁀𠸗
Tale of Kieu 1872/page22a_11.jpg,󰘚鋸𦲾䔲堆边𠬠坊,󰘚鋸湥䔲堆边𠬠坊
Tale of Kieu 1866/page019a_10.jpg,𥆾強呂渚湥紅,𥆾強呂渚湥紅
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_10b_6.jpg,生,年
Tale of Kieu 1872/page55b_9.jpg,共神眉𤽸共坊楼撑,共神骨𤽸共坊楼撑
Luc Van Tien/nlvnpf-0059-006_12.jpg,兑𦖻風景添傷,兑𦖻鳯景添傷
Luc Van Tien/nlvnpf-0059-022_19.jpg,彩鵉𨅸畧𡑝庭欽容,彩負𪧚畧𡑝霆𩛂卒
Tale of Kieu 1872/page17a_10.jpg,併排律妬論低,𫢋排律妬𤞻低
Tale of Kieu 1866/page013b_10.jpg,併排律妬論低,併排律妬論低
Tale of Kieu 1866/page026b_5.jpg,局醝苔𣎃陣唭卒𣎀,局醝苔𣎃陣唭卒𣎀
Luc Van Tien/nlvnpf-0059-035_19.jpg,𠀧𠁀󰡸業爫柴奇𠀧,𠀧𠁀納業爫柴奇𠀧
Tale of Kieu 1871/page070_3.jpg,汫溇蓓葚𠓀𡢐尋光,汫溇蓓甚𠓀𡢐尋光
Luc Van Tien/nlvnpf-0059-055_1.jpg,𢩮𠓨𧯄󰀎補仃雲仙,𢩮𠓨都󰀎補仃雲仙
Luc Van Tien/nlvnpf-0059-009_10.jpg,寬寬𡎢妬渚𦋦,𧡊匕𡎢妬渚𦋦
Tale of Kieu 1872/page44a_4.jpg,𧵆沔𦖑󰡏𠬠柴,𧵆沔𦖑󰡏𠬠柴
Tale of Kieu 1871/page004_20.jpg,哙󰑼﨤𫽻𫡉塘,哙󰑼﨤𫽻𫡉塘
Tale of Kieu 1871/page086_15.jpg,香畑役𡢐济房涓𢬣,香畑役𡢐濟房湄𢬣
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_16a_4.jpg,純招反又,純明反又
Luc Van Tien/nlvnpf-0059-056_3.jpg,預𠇮𠓨准石盘𦣰孤,預𠇮𠓨准石盘𦣰也
Luc Van Tien/nlvnpf-0059-099_18.jpg,𠬠𤽗裴儉庒𠫾,𠬠𤽗悲儉庒𡗉
Tale of Kieu 1872/page06a_13.jpg,廣招痕渃核篭䏾𡑝,歲招娘渃核諾薄𡑝
Tale of Kieu 1872/page47a_18.jpg,碑除坦𥰊𡗶高,碑𣇞坦𥰊𡗶高
Tale of Kieu 1866/page029b_2.jpg,慢調竹院乘凉,幔調竹院乘凉
Tale of Kieu 1871/page124_17.jpg,渭𬂙群想𦑃鴻𣅶招,湄𬂙群想𦑃鴻𣅶招
Tale of Kieu 1871/page084_16.jpg,寔賍扒特󰟯尼,寔賍扒持󰟯尼
Tale of Kieu 1872/page39b_19.jpg,󱋓𢜠嗔待店尼𫷜𨍦,𡃹𢜠嘆待店尼𫷜𡗉
Tale of Kieu 1871/page002_14.jpg,節皮𡥵燕迻梭,節皮𡥵燕迻梭
Tale of Kieu 1866/page050b_12.jpg,𧖱淶𦧘󰞺散情,𧖱淶𦧘󰞺散情
Tale of Kieu 1871/page116_9.jpg,強嗷喭浽強魚謹󰟯,強嗷喭浽強魚謹羕
Tale of Kieu 1872/page51a_10.jpg,女欺𬲄膆負傍,女欺𦓡𦝄負傍
Tale of Kieu 1872/page34b_18.jpg,咍㘋󰠋拱浽貂,咍𪬡催掑浽鄧
Tale of Kieu 1871/page014_4.jpg,倍𧗱添𥙩𧵑茹,倍𧗱添𥙩𧵑茹
Tale of Kieu 1872/page63b_5.jpg,碑𥹰𣷭楚滝吳縱横,碑𥹰𣷭楚滝吳觥橷
Tale of Kieu 1871/page105_13.jpg,礼儀𢺤畧搏銅伏𡢐,礼儀檎畧拙銅𫢋𡢐
Tale of Kieu 1872/page72b_9.jpg,臨淄󰋇度𠫾󰡲埮𣾺,臨淄󰋇度𠫾󰡲埮𣾺
Tale of Kieu 1871/page042_12.jpg,𢼂群󰠱業𦟐桃,𢼂群𥘀業𣈜桃
Tale of Kieu 1866/page019a_21.jpg,欺柴欺伵󰏙常󰏙輕,欺柴欺伵󰏙帝󰏙輕
Tale of Kieu 1871/page115_13.jpg,𦹵蘭󰘚坦𦼔封𨁪𩌂,𦹵蘭󰘚坦𦼔封𨁪𩌂
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_24b_12.jpg,宋景祐,宋景祐
Luc Van Tien/nlvnpf-0059-048_15.jpg,𦣰陵边馬哭嘆徘徊,𦣰𦝄边馬󰑼嘆徘徊
Luc Van Tien/nlvnpf-0059-069_3.jpg,嗔蜍幅像論𠁀辰催,嗔蜍幅像論𠁀辰傕
Luc Van Tien/nlvnpf-0059-020_16.jpg,仙浪𢘾量岳爺,仙浪𢘾量每節
Luc Van Tien/nlvnpf-0059-035_8.jpg,𢩮饒欺意哙𠽄,楼饒欺意哙𠽄
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_16b_6.jpg,許親迎,許身興
Tale of Kieu 1872/page49b_15.jpg,󰡏核𤾓𡱩󰡏花𦊚務,󰡏核𤾓𡱩󰡏花𦊚務
Tale of Kieu 1871/page134_6.jpg,曲󰠲淡蔭陽和,曲󰠲淡隆𰿘和
Luc Van Tien/nlvnpf-0059-082_14.jpg,碎𠓨𥛉像雲仙,碎𠓨𥛉像雲仙
Tale of Kieu 1871/page047_14.jpg,𣎀秋刻漏更殘,𣎀秋刻漏更殘
Tale of Kieu 1871/page135_12.jpg,旦尼㨂󰁮掑杄,旦尼㨂󰁮掑杄
Tale of Kieu 1872/page02a_0.jpg,𤾓𢆥𥪝𡎝𠊛些,𤾓𢆥𥪝𡎝𠊛些
Tale of Kieu 1872/page48a_12.jpg,娘它散唤痺迷,娘它散󱋓𦖑𮥷迷
Tale of Kieu 1872/page69a_19.jpg,蔑間渃碧𫡮鐄支堆,愛圓渃塘󰖥鐄支堆
Tale of Kieu 1872/page52a_17.jpg,𠰘𤞻毒𧋻扵󰠲准尼,𠰘𤞻毒𧋻於󰠲准尼
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_4b_16.jpg,今社,今社
Tale of Kieu 1871/page018_18.jpg,永茹𫽄便𡎢佳,永茹𫽄便𡎦佳
Tale of Kieu 1871/page073_10.jpg,竹棍𦋦飭扱𠓨,竹棍𦋦飭扱𠓨
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_20a_3.jpg,後佛,後佛
Tale of Kieu 1872/page56a_15.jpg,鎌弹姅梗𡽫滝𠬠掉,𡄎神󰇾梗𡽫滝𠬠掉
Tale of Kieu 1866/page037a_10.jpg,竹棍𦋦飭扱𠓨,竹槐𦋦飭扱𠓨
Tale of Kieu 1866/page059a_14.jpg,体払𤴬浽别離,体払𤴬浽別離
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_32b_2.jpg,仁宫,仁宫
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_42a_5.jpg,即憲慈,即憲慈
Luc Van Tien/nlvnpf-0059-098_11.jpg,英㛪𢜠謝丹庭調𨆢,英㛪𢜠謝買庭調歸
Tale of Kieu 1872/page17b_9.jpg,茹氷迻䋦逴𠓨楼粧,茹朱迻䋦逴𠓨楼粧
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_19a_14.jpg,宋寶祐,宋寳祐
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_21b_16.jpg,宋寶祐,宋寳祐
Tale of Kieu 1866/page015a_0.jpg,椿萱歲鶴強高,椿萱藏𬂙強高
Tale of Kieu 1872/page54b_16.jpg,𢪀𠇮縱坦仕真,𢪀𠇮絲坦仕真
Luc Van Tien/nlvnpf-0059-024_9.jpg,𠄼𠀧󱋓󰀃𠬠𢽼句詩,𠄼𠀧兵呐𠬠𢽼句詩
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_36b_13.jpg,宋慶曆,宋慶曆
Luc Van Tien/nlvnpf-0059-103_13.jpg,𠽋唭花窖爫𠿃嘹蜂,𨻫唭花窖爫媒𣇞
Tale of Kieu 1872/page47b_10.jpg,小姐𬂙󰘚𠳨查,小姐𬂙󰘚𠳨查
